lat,lng,fecha,resultado,observaciones,año
-34.902293,-58.055314,2024-10-22,Hallazgo de Automotor,Ringuelet,2023
-34.873099,-57.991338,2024-11-26,Hallazgo de Automotor,Centro,2024
-35.045026,-57.891907,2025-06-24,Recuperado,Zona Sur,2024
-34.903318,-57.840866,2026-03-07,Recuperado,Ángel Etcheverry,2024
-34.795538,-57.859752,2025-06-23,Asiste Policia y Libera,Centro,2024
-34.900419,-57.963179,2026-03-06,Sin Recurso Policial,Zona Norte,2024
-34.914410,-58.021161,2025-10-13,Sin Recurso Policial,Centro,2024
-34.990287,-57.817040,2024-01-04,Sin Recurso Policial,Gonnet,2023
-34.795799,-58.012656,2023-06-12,Intervencion Policial,Barrio Universitario,2023
-35.050822,-57.995051,2025-05-07,Hallazgo de Automotor,Ringuelet,2024
-34.939101,-57.855477,2025-08-23,Intervencion Policial,Ringuelet,2024
-34.886370,-58.042232,2024-03-18,Sin Recurso Policial,Los Hornos,2024
-34.935556,-57.945181,2025-12-31,Intervencion Policial,Parque Saavedra,2024
-34.967315,-57.871375,2026-04-27,Recuperado,Villa Elvira,2024
-34.881094,-58.091134,2024-12-17,Asiste Policia y Libera,Los Hornos,2023
-34.886426,-57.972988,2024-02-02,Hallazgo de Automotor,Barrio Universitario,2024
-34.867943,-57.947823,2024-02-21,Asiste Policia y Libera,Villa Elvira,2024
-34.840717,-57.820966,2023-04-02,Asiste Policia y Libera,Villa Elvira,2023
-34.784070,-57.877733,2024-06-05,Hallazgo de Automotor,Zona Norte,2023
-34.916970,-58.072895,2024-12-11,Intervencion Policial,Este,2023
-34.950297,-57.823381,2024-12-24,Asiste Policia y Libera,Centro,2024
-34.951649,-57.991345,2025-04-27,Hallazgo de Automotor,Tolosa,2024
-35.010342,-57.867971,2025-07-30,Hallazgo de Automotor,Ángel Etcheverry,2024
-34.861765,-57.824971,2026-04-04,Hallazgo de Automotor,Tolosa,2023
-34.842954,-57.983179,2024-06-23,Asiste Policia y Libera,Oeste,2024
-34.954703,-58.082399,2024-01-22,Hallazgo de Automotor,Centro,2024
-35.011958,-57.945960,2025-11-22,Hallazgo de Automotor,Ringuelet,2024
-34.901071,-58.103830,2023-08-18,Hallazgo de Automotor,Barrio Universitario,2023
-35.060297,-57.959459,2025-09-05,Recuperado,Centro,2023
-34.858372,-57.844776,2025-05-27,Hallazgo de Automotor,Tolosa,2024
-34.906335,-57.997139,2025-06-20,Hallazgo de Automotor,Los Hornos,2024
-35.045481,-57.812425,2025-05-15,Intervencion Policial,Oeste,2023
-34.978132,-57.854137,2023-11-03,Sin Recurso Policial,Centro,2023
-35.061169,-58.065517,2024-03-31,Intervencion Policial,Tolosa,2024
-34.788238,-58.029494,2023-01-13,Recuperado,Centro,2023
-34.888816,-57.823163,2025-03-20,Recuperado,Gonnet,2024
-34.925760,-57.998080,2026-04-19,Recuperado,Los Hornos,2024
-34.779697,-58.041583,2024-01-22,Asiste Policia y Libera,Centro,2024
-34.963179,-58.048654,2024-02-07,Recuperado,Zona Sur,2024
-34.809339,-58.002273,2025-07-21,Intervencion Policial,Oeste,2024
-34.999516,-58.066923,2026-04-08,Sin Recurso Policial,Los Hornos,2023
-34.854214,-58.030764,2025-05-30,Intervencion Policial,Ringuelet,2024
-34.977970,-58.008707,2026-01-11,Asiste Policia y Libera,Centro,2024
-34.902899,-58.025602,2024-02-05,Sin Recurso Policial,Barrio Universitario,2024
-34.818954,-58.002665,2026-01-11,Intervencion Policial,Zona Sur,2023
-35.053153,-57.981392,2024-05-21,Intervencion Policial,Este,2023
-35.043044,-57.957312,2024-04-21,Asiste Policia y Libera,Zona Sur,2024
-35.054562,-58.008577,2024-05-27,Recuperado,Gonnet,2024
-34.988390,-57.937504,2026-01-12,Asiste Policia y Libera,Ángel Etcheverry,2024
-34.939052,-57.905255,2024-01-28,Hallazgo de Automotor,Gonnet,2023
-34.969943,-57.875572,2026-01-31,Intervencion Policial,Ringuelet,2024
-35.005416,-58.027868,2024-01-29,Hallazgo de Automotor,Zona Sur,2024
-34.843963,-57.987731,2025-06-02,Hallazgo de Automotor,Barrio Universitario,2023
-35.059507,-58.072700,2023-12-02,Intervencion Policial,Barrio Universitario,2023
-35.063328,-57.912517,2023-02-24,Sin Recurso Policial,Los Hornos,2023
-34.876629,-57.986890,2024-05-16,Sin Recurso Policial,Ringuelet,2023
-34.883763,-57.894125,2023-11-18,Asiste Policia y Libera,Parque Saavedra,2023
-34.881976,-57.821808,2026-02-17,Hallazgo de Automotor,Ringuelet,2023
-35.002824,-58.059376,2025-11-14,Asiste Policia y Libera,Los Hornos,2023
-34.875450,-58.093001,2024-09-11,Recuperado,Ángel Etcheverry,2024
-34.995779,-57.940389,2025-06-19,Asiste Policia y Libera,San Carlos,2024
-34.901753,-57.843052,2025-10-27,Asiste Policia y Libera,Centro,2024
-34.819270,-57.993854,2024-04-16,Hallazgo de Automotor,Ringuelet,2024
-34.794361,-57.973552,2025-04-29,Recuperado,Ángel Etcheverry,2024
-34.857315,-57.863402,2025-12-31,Hallazgo de Automotor,Ringuelet,2024
-35.029721,-58.066418,2024-05-05,Asiste Policia y Libera,Nueva República,2024
-34.917679,-58.082631,2024-01-23,Intervencion Policial,Ringuelet,2023
-34.834988,-57.968237,2025-05-09,Hallazgo de Automotor,Los Hornos,2024
-34.778484,-57.859651,2024-12-19,Intervencion Policial,Zona Norte,2024
-34.972691,-58.098111,2025-06-05,Asiste Policia y Libera,Zona Sur,2023
-35.004019,-57.928355,2024-08-17,Sin Recurso Policial,Zona Norte,2024
-34.874517,-57.959978,2023-10-18,Asiste Policia y Libera,Abella,2023
-34.965719,-58.046312,2024-11-20,Asiste Policia y Libera,Abella,2023
-34.792404,-57.969992,2024-01-19,Intervencion Policial,Villa Elvira,2024
-35.059716,-57.812762,2025-04-29,Recuperado,Tolosa,2023
-35.061395,-57.889992,2026-04-18,Recuperado,Zona Sur,2023
-34.853616,-57.839310,2024-04-21,Intervencion Policial,Los Hornos,2023
-34.810484,-57.854934,2024-01-03,Hallazgo de Automotor,Tolosa,2024
-35.031300,-57.820036,2023-11-09,Hallazgo de Automotor,Zona Sur,2023
-34.870972,-57.817813,2025-06-11,Intervencion Policial,Este,2023
-34.959772,-57.827364,2025-12-28,Sin Recurso Policial,Centro,2024
-34.828412,-58.016851,2025-11-17,Intervencion Policial,Gonnet,2024
-34.930290,-57.922497,2025-03-18,Hallazgo de Automotor,Los Hornos,2024
-34.846295,-58.011002,2026-04-13,Asiste Policia y Libera,Gonnet,2024
-34.916529,-58.049618,2025-07-04,Recuperado,Abella,2023
-34.785014,-57.852804,2025-08-30,Hallazgo de Automotor,Tolosa,2024
-34.844414,-58.030789,2025-03-10,Sin Recurso Policial,Villa Elvira,2024
-34.775006,-58.063695,2024-11-09,Asiste Policia y Libera,Parque Saavedra,2024
-34.882137,-58.040082,2026-05-05,Recuperado,Nueva República,2024
-34.959104,-57.942977,2025-08-02,Hallazgo de Automotor,Villa Elvira,2024
-35.024069,-57.915246,2024-07-23,Recuperado,Nueva República,2024
-34.921572,-57.988171,2025-05-18,Recuperado,Zona Sur,2024
-34.939884,-58.031967,2024-01-16,Recuperado,Parque Saavedra,2024
-34.933210,-57.976947,2026-03-26,Intervencion Policial,Ángel Etcheverry,2023
-34.851906,-57.987246,2026-03-07,Recuperado,Gonnet,2023
-34.838482,-58.099775,2025-08-20,Sin Recurso Policial,Parque Saavedra,2023
-35.011385,-57.909870,2025-02-26,Hallazgo de Automotor,Barrio Universitario,2024
-34.836662,-57.896429,2024-06-20,Sin Recurso Policial,Ángel Etcheverry,2024
-34.821306,-58.063709,2026-02-15,Recuperado,Nueva República,2023
-35.028907,-57.893698,2025-06-11,Recuperado,Parque Saavedra,2024
-35.070826,-57.920962,2024-04-06,Recuperado,Zona Norte,2024
-34.878645,-57.951527,2025-11-14,Hallazgo de Automotor,Gonnet,2023
-34.917887,-57.903884,2025-10-09,Sin Recurso Policial,Gonnet,2023
-34.868214,-58.014515,2025-08-12,Sin Recurso Policial,Parque Saavedra,2023
-34.986852,-58.074286,2025-12-08,Sin Recurso Policial,Ángel Etcheverry,2024
-34.806492,-57.825204,2025-08-16,Sin Recurso Policial,Ringuelet,2024
-34.886948,-57.847960,2024-05-19,Intervencion Policial,Zona Norte,2024
-35.019607,-57.928343,2024-02-28,Hallazgo de Automotor,Ringuelet,2023
-34.995514,-57.838605,2026-02-15,Asiste Policia y Libera,Ringuelet,2024
-34.795225,-58.029558,2024-02-17,Hallazgo de Automotor,Abella,2023
-34.949142,-58.006484,2026-02-12,Hallazgo de Automotor,Los Hornos,2024
-35.023770,-57.977392,2025-03-18,Hallazgo de Automotor,Abella,2024
-34.964162,-58.092691,2025-12-24,Sin Recurso Policial,San Carlos,2023
-34.806542,-57.844691,2024-05-23,Intervencion Policial,Oeste,2023
-34.826414,-57.818618,2024-07-20,Intervencion Policial,Centro,2023
-34.927015,-57.842007,2025-08-29,Sin Recurso Policial,Zona Norte,2023
-35.039095,-57.860093,2026-02-26,Intervencion Policial,Tolosa,2024
-34.904274,-57.949088,2026-02-15,Hallazgo de Automotor,Oeste,2023
-34.986854,-57.986714,2025-12-31,Hallazgo de Automotor,Ángel Etcheverry,2024
-34.997807,-57.867603,2023-08-19,Asiste Policia y Libera,Los Hornos,2023
-34.909486,-57.823664,2024-06-29,Recuperado,Oeste,2024
-34.889591,-57.887679,2024-09-23,Intervencion Policial,Villa Elvira,2024
-35.049106,-57.903480,2024-01-15,Intervencion Policial,Nueva República,2023
-34.891880,-57.968093,2025-10-14,Recuperado,Los Hornos,2023
-34.862966,-58.041062,2026-05-01,Intervencion Policial,Centro,2023
-34.802572,-57.946972,2026-04-21,Asiste Policia y Libera,Barrio Universitario,2024
-34.829603,-57.883372,2023-09-06,Sin Recurso Policial,Barrio Universitario,2023
-35.004410,-57.941706,2024-09-15,Asiste Policia y Libera,Centro,2024
-34.870979,-57.877945,2024-04-22,Intervencion Policial,Ángel Etcheverry,2024
-34.825085,-57.822271,2025-11-19,Asiste Policia y Libera,Villa Elvira,2023
-35.059068,-58.056566,2026-02-14,Asiste Policia y Libera,Centro,2024
-34.814226,-58.049287,2023-09-26,Asiste Policia y Libera,Barrio Universitario,2023
-34.926378,-57.884605,2023-09-06,Asiste Policia y Libera,Centro,2023
-35.004290,-57.922581,2025-04-15,Intervencion Policial,Abella,2024
-34.952916,-57.832333,2024-04-21,Hallazgo de Automotor,Zona Sur,2023
-34.772324,-57.987117,2024-11-05,Sin Recurso Policial,Zona Norte,2024
-34.910441,-57.894010,2024-10-23,Intervencion Policial,Ringuelet,2023
-34.987868,-58.005637,2025-03-26,Sin Recurso Policial,Este,2024
-34.861216,-57.891352,2024-10-29,Hallazgo de Automotor,Oeste,2023
-34.989888,-57.884584,2026-02-09,Sin Recurso Policial,Los Hornos,2024
-34.962759,-58.064934,2024-01-31,Recuperado,Oeste,2023
-34.995145,-57.845289,2025-02-04,Asiste Policia y Libera,Tolosa,2024
-35.047291,-57.944079,2024-08-01,Hallazgo de Automotor,San Carlos,2023
-35.058211,-57.933095,2025-02-06,Hallazgo de Automotor,Centro,2024
-35.069081,-58.100037,2025-06-13,Sin Recurso Policial,Zona Norte,2024
-35.067170,-58.043868,2024-12-12,Intervencion Policial,Ángel Etcheverry,2024
-35.046603,-57.917688,2025-02-05,Sin Recurso Policial,Barrio Universitario,2024
-34.941239,-57.829359,2024-11-19,Hallazgo de Automotor,Ringuelet,2024
-34.846320,-57.965138,2026-01-02,Hallazgo de Automotor,Parque Saavedra,2024
-35.010789,-58.091033,2024-10-25,Intervencion Policial,Oeste,2024
-35.045411,-58.083333,2025-04-25,Asiste Policia y Libera,Tolosa,2024
-34.773641,-58.023112,2025-11-09,Hallazgo de Automotor,Abella,2023
-34.971662,-58.015371,2024-01-11,Asiste Policia y Libera,Zona Norte,2024
-35.004840,-57.837941,2025-01-20,Recuperado,Los Hornos,2023
-35.039056,-57.868142,2025-07-09,Recuperado,San Carlos,2024
-35.024387,-57.859160,2025-12-27,Sin Recurso Policial,San Carlos,2024
-34.845916,-57.920708,2024-11-23,Recuperado,Nueva República,2023
-34.980510,-57.870519,2025-12-05,Asiste Policia y Libera,Zona Norte,2023
-34.976343,-58.016134,2025-04-06,Recuperado,Centro,2024
-34.985951,-58.086501,2023-12-02,Hallazgo de Automotor,Zona Norte,2023
-35.060405,-57.988637,2024-05-25,Recuperado,Este,2023
-35.008004,-58.076175,2025-03-04,Intervencion Policial,Villa Elvira,2024
-34.789123,-58.077683,2026-02-25,Intervencion Policial,Zona Sur,2024
-34.925232,-58.000642,2025-12-29,Intervencion Policial,Nueva República,2023
-34.905354,-57.823992,2024-09-09,Asiste Policia y Libera,Los Hornos,2024
-34.800872,-58.095375,2025-05-29,Recuperado,Abella,2024
-34.815885,-57.984302,2024-09-15,Recuperado,Tolosa,2024
-35.001508,-57.990245,2025-06-01,Intervencion Policial,Abella,2023
-34.867079,-58.037506,2026-04-18,Recuperado,Parque Saavedra,2024
-34.785862,-58.085094,2025-03-25,Intervencion Policial,San Carlos,2024
-34.857589,-57.936984,2024-11-24,Asiste Policia y Libera,Zona Sur,2023
-34.919128,-58.103259,2024-11-20,Asiste Policia y Libera,Centro,2024
-34.866539,-57.967436,2026-03-16,Recuperado,Zona Sur,2024
-35.034590,-58.088944,2024-01-26,Intervencion Policial,Centro,2024
-35.036352,-57.878526,2025-06-08,Sin Recurso Policial,Ringuelet,2024
-34.963511,-58.058516,2025-12-29,Sin Recurso Policial,Gonnet,2023
-35.057059,-57.936704,2025-08-01,Sin Recurso Policial,Ángel Etcheverry,2024
-34.888544,-57.930585,2023-08-13,Hallazgo de Automotor,Parque Saavedra,2023
-34.840289,-57.968167,2025-11-10,Sin Recurso Policial,San Carlos,2023
-35.009717,-57.905039,2024-07-15,Recuperado,Villa Elvira,2023
-34.951393,-57.902077,2024-04-29,Recuperado,Nueva República,2024
-34.957750,-58.087703,2023-02-14,Recuperado,Este,2023
-34.995652,-57.896544,2026-04-18,Recuperado,Centro,2024
-35.046177,-58.090857,2025-02-23,Recuperado,Barrio Universitario,2024
-35.067804,-57.985574,2024-08-06,Hallazgo de Automotor,Villa Elvira,2023
-34.810911,-57.843672,2026-04-02,Intervencion Policial,Villa Elvira,2023
-34.778523,-57.821661,2025-04-25,Asiste Policia y Libera,Ángel Etcheverry,2023
-35.046213,-57.845828,2026-03-10,Hallazgo de Automotor,Ringuelet,2023
-35.060402,-58.092904,2025-08-21,Intervencion Policial,Oeste,2024
-34.814791,-57.901056,2025-09-09,Sin Recurso Policial,Villa Elvira,2024
-34.992104,-57.851523,2024-10-03,Hallazgo de Automotor,Tolosa,2023
-35.010680,-57.809123,2026-02-18,Sin Recurso Policial,Abella,2023
-34.982087,-57.856993,2025-01-11,Recuperado,San Carlos,2023
-34.849478,-57.937575,2025-02-13,Recuperado,Oeste,2023
-34.876916,-57.889259,2024-10-12,Intervencion Policial,Villa Elvira,2024
-35.052160,-57.940027,2025-07-02,Intervencion Policial,Ringuelet,2023
-34.899989,-57.898952,2024-03-23,Intervencion Policial,Gonnet,2024
-35.027562,-57.896209,2025-03-27,Asiste Policia y Libera,Zona Norte,2024
-34.990905,-57.926291,2024-02-22,Recuperado,Ringuelet,2024
-34.833337,-57.853214,2023-05-10,Asiste Policia y Libera,Ringuelet,2023
-34.911497,-58.023562,2026-04-26,Asiste Policia y Libera,Abella,2024
-34.894475,-58.013920,2023-02-04,Sin Recurso Policial,Zona Sur,2023
-34.953305,-57.825487,2025-11-26,Hallazgo de Automotor,Centro,2024
-34.840721,-57.990493,2024-09-02,Sin Recurso Policial,Los Hornos,2024
-34.801264,-57.926426,2024-08-30,Asiste Policia y Libera,Parque Saavedra,2023
-34.935275,-58.011263,2024-11-09,Sin Recurso Policial,Zona Norte,2023
-34.933563,-58.028742,2024-01-07,Sin Recurso Policial,Nueva República,2023
-34.826488,-57.908628,2023-01-06,Hallazgo de Automotor,Ringuelet,2023
-34.874492,-58.050993,2023-11-15,Asiste Policia y Libera,Los Hornos,2023
-34.825582,-58.081167,2024-01-19,Asiste Policia y Libera,Gonnet,2024
-35.008424,-58.041768,2024-07-25,Recuperado,Barrio Universitario,2024
-34.891894,-57.835766,2023-09-22,Recuperado,Centro,2023
-34.929536,-57.821353,2025-02-09,Hallazgo de Automotor,San Carlos,2024
-34.955182,-58.019663,2025-03-19,Hallazgo de Automotor,Villa Elvira,2024
-34.789860,-58.061592,2025-10-11,Intervencion Policial,Los Hornos,2024
-35.057135,-57.996189,2024-12-31,Sin Recurso Policial,San Carlos,2024
-34.845265,-58.086020,2024-03-03,Hallazgo de Automotor,Este,2024
-34.941522,-57.912583,2024-03-26,Recuperado,Ringuelet,2023
-34.979043,-57.991047,2024-02-18,Sin Recurso Policial,Oeste,2023
-34.882249,-57.837989,2024-12-05,Intervencion Policial,Villa Elvira,2024
-34.862539,-58.053995,2025-10-30,Asiste Policia y Libera,Zona Norte,2024
-34.913586,-57.897356,2024-09-12,Asiste Policia y Libera,Tolosa,2024
-35.056915,-57.921761,2025-06-13,Sin Recurso Policial,Este,2024
-34.802632,-57.856962,2026-04-20,Hallazgo de Automotor,Abella,2024
-34.879895,-58.034266,2024-10-30,Sin Recurso Policial,Gonnet,2024
-35.039173,-57.914807,2025-06-15,Recuperado,Zona Sur,2024
-35.037447,-57.944791,2025-10-15,Sin Recurso Policial,Ángel Etcheverry,2024
-34.824345,-58.017660,2024-09-20,Intervencion Policial,Ringuelet,2023
-34.790283,-58.001841,2026-04-07,Sin Recurso Policial,Nueva República,2023
-34.780530,-57.836836,2025-10-21,Recuperado,Gonnet,2024
-34.979329,-58.016858,2024-05-05,Asiste Policia y Libera,Los Hornos,2024
-35.024241,-58.011809,2024-01-24,Intervencion Policial,Centro,2024
-34.814717,-57.902595,2023-03-24,Recuperado,Parque Saavedra,2023
-34.914056,-58.034596,2024-09-12,Asiste Policia y Libera,Zona Norte,2023
-34.930711,-57.871554,2026-02-07,Sin Recurso Policial,Oeste,2024
-34.863408,-58.028488,2026-05-07,Intervencion Policial,Ringuelet,2023
-34.901241,-58.042148,2023-03-26,Sin Recurso Policial,Zona Norte,2023
-35.057616,-58.090488,2023-06-08,Hallazgo de Automotor,Tolosa,2023
-34.869105,-58.072612,2024-09-27,Hallazgo de Automotor,Los Hornos,2023
-35.057169,-58.037941,2024-03-12,Intervencion Policial,Villa Elvira,2023
-34.832278,-57.837750,2024-02-06,Intervencion Policial,Ringuelet,2024
-34.883134,-57.857127,2025-09-07,Intervencion Policial,Los Hornos,2023
-34.774923,-57.943490,2024-03-18,Recuperado,Barrio Universitario,2024
-35.059352,-57.872749,2024-07-07,Hallazgo de Automotor,Zona Norte,2023
-35.029221,-57.860923,2026-02-13,Asiste Policia y Libera,San Carlos,2024
-35.039066,-57.949317,2023-08-18,Recuperado,Barrio Universitario,2023
-34.834714,-57.963388,2023-12-05,Asiste Policia y Libera,Abella,2023
-34.809880,-58.002716,2025-09-12,Intervencion Policial,Barrio Universitario,2024
-34.992458,-58.048349,2024-08-06,Asiste Policia y Libera,Ángel Etcheverry,2024
-34.852857,-57.990790,2023-03-26,Sin Recurso Policial,Centro,2023
-35.054048,-58.030272,2024-02-08,Asiste Policia y Libera,Zona Norte,2024
